Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1751899382,19,,Aggregated,0.500000,0.000000,7200,8200,10000,11000,12000,12000,12000,12000,12000,12000,12000,9,0,7200,7182.666666666667,2175,12265,16.77777777777778
1751899383,20,,Aggregated,0.500000,0.000000,7200,8200,10000,11000,12000,12000,12000,12000,12000,12000,12000,9,0,7200,7182.666666666667,2175,12265,16.77777777777778
1751899384,20,,Aggregated,0.500000,0.000000,8200,10000,11000,12000,14000,14000,14000,14000,14000,14000,14000,10,0,7200,7870.7,2175,14063,16.8
1751899385,20,,Aggregated,0.500000,0.000000,8200,10000,11000,12000,14000,14000,14000,14000,14000,14000,14000,10,0,7200,7870.7,2175,14063,16.8
1751899386,20,,Aggregated,0.500000,0.000000,8200,11000,12000,12000,14000,15000,15000,15000,15000,15000,15000,11,0,8200,8544.727272727272,2175,15285,16.818181818181817
1751899387,20,,Aggregated,0.500000,0.000000,8200,11000,12000,12000,14000,15000,15000,15000,15000,15000,15000,11,0,8200,8544.727272727272,2175,15285,16.818181818181817
1751899388,20,,Aggregated,0.500000,0.000000,10000,11000,14000,14000,15000,16000,16000,16000,16000,16000,16000,12,0,8200,9189.916666666666,2175,16287,16.833333333333332
1751899389,20,,Aggregated,0.500000,0.000000,10000,11000,14000,14000,15000,16000,16000,16000,16000,16000,16000,12,0,8200,9189.916666666666,2175,16287,16.833333333333332
1751899390,20,,Aggregated,0.500000,0.000000,10000,12000,14000,15000,16000,18000,18000,18000,18000,18000,18000,13,0,10000,9873.846153846154,2175,18081,16.846153846153847
1751899391,20,,Aggregated,0.500000,0.000000,10000,12000,14000,15000,16000,18000,18000,18000,18000,18000,18000,13,0,10000,9873.846153846154,2175,18081,16.846153846153847
1751899392,20,,Aggregated,0.500000,0.000000,11000,14000,15000,16000,18000,19000,19000,19000,19000,19000,19000,14,0,10000,10547.42857142857,2175,19304,16.857142857142858
1751899393,20,,Aggregated,0.500000,0.000000,11000,14000,15000,16000,18000,19000,19000,19000,19000,19000,19000,14,0,10000,10547.42857142857,2175,19304,16.857142857142858
1751899394,20,,Aggregated,0.500000,0.000000,11000,14000,16000,18000,19000,20000,20000,20000,20000,20000,20000,15,0,11000,11198.466666666667,2175,20313,16.866666666666667
1751899395,20,,Aggregated,0.500000,0.000000,11000,14000,16000,18000,19000,20000,20000,20000,20000,20000,20000,15,0,11000,11198.466666666667,2175,20313,16.866666666666667
1751899396,20,,Aggregated,0.500000,0.000000,12000,15000,18000,18000,20000,22000,22000,22000,22000,22000,22000,16,0,11000,11879.8125,2175,22100,16.875
1751899397,20,,Aggregated,0.500000,0.000000,12000,15000,18000,18000,20000,22000,22000,22000,22000,22000,22000,16,0,11000,11879.8125,2175,22100,16.875
1751899398,20,,Aggregated,0.500000,0.000000,12000,16000,18000,19000,22000,23000,23000,23000,23000,23000,23000,17,0,12000,12553.64705882353,2175,23335,16.88235294117647
1751899399,20,,Aggregated,0.500000,0.000000,12000,16000,18000,19000,22000,23000,23000,23000,23000,23000,23000,17,0,12000,12553.64705882353,2175,23335,16.88235294117647
1751899400,20,,Aggregated,0.500000,0.000000,14000,16000,19000,20000,23000,24000,24000,24000,24000,24000,24000,18,0,12000,13208.555555555555,2175,24342,16.88888888888889
1751899401,20,,Aggregated,0.500000,0.000000,14000,16000,19000,20000,23000,24000,24000,24000,24000,24000,24000,18,0,12000,13208.555555555555,2175,24342,16.88888888888889
1751899402,20,,Aggregated,0.500000,0.000000,14000,18000,20000,22000,24000,26000,26000,26000,26000,26000,26000,19,0,14000,13888.0,2175,26118,16.842105263157894
1751899403,20,,Aggregated,0.500000,0.000000,14000,18000,20000,22000,24000,26000,26000,26000,26000,26000,26000,19,0,14000,13888.0,2175,26118,16.842105263157894
1751899404,20,,Aggregated,0.500000,0.000000,15000,19000,22000,23000,26000,27000,27000,27000,27000,27000,27000,20,0,14000,14561.5,2175,27358,16.85
1751899405,20,,Aggregated,0.500000,0.000000,15000,19000,22000,23000,26000,27000,27000,27000,27000,27000,27000,20,0,14000,14561.5,2175,27358,16.85
1751899406,20,,Aggregated,0.500000,0.000000,15000,19000,22000,23000,26000,27000,28000,28000,28000,28000,28000,21,0,15000,15219.0,2175,28369,16.857142857142858
1751899407,20,,Aggregated,0.500000,0.000000,15000,19000,22000,23000,26000,27000,28000,28000,28000,28000,28000,21,0,15000,15219.0,2175,28369,16.857142857142858
1751899408,20,,Aggregated,0.500000,0.000000,16000,20000,23000,24000,27000,28000,30000,30000,30000,30000,30000,22,0,15000,15897.0,2175,30135,16.863636363636363
1751899409,20,,Aggregated,0.500000,0.000000,16000,20000,23000,24000,27000,28000,30000,30000,30000,30000,30000,22,0,15000,15897.0,2175,30135,16.863636363636363
1751899410,20,,Aggregated,0.500000,0.000000,16000,22000,24000,26000,28000,30000,31000,31000,31000,31000,31000,23,0,16000,16570.391304347828,2175,31385,16.869565217391305
1751899411,20,,Aggregated,0.500000,0.000000,16000,22000,24000,26000,28000,30000,31000,31000,31000,31000,31000,23,0,16000,16570.391304347828,2175,31385,16.869565217391305
1751899412,20,,Aggregated,0.500000,0.000000,18000,22000,26000,27000,30000,31000,32000,32000,32000,32000,32000,24,0,16000,17229.625,2175,32392,16.875
1751899413,20,,Aggregated,0.500000,0.000000,18000,22000,26000,27000,30000,31000,32000,32000,32000,32000,32000,24,0,16000,17229.625,2175,32392,16.875
1751899414,20,,Aggregated,0.500000,0.000000,18000,23000,26000,28000,31000,32000,34000,34000,34000,34000,34000,25,0,18000,17906.56,2175,34153,16.88
1751899415,20,,Aggregated,0.500000,0.000000,18000,23000,26000,28000,31000,32000,34000,34000,34000,34000,34000,25,0,18000,17906.56,2175,34153,16.88
1751899416,20,,Aggregated,0.500000,0.000000,19000,24000,27000,28000,32000,34000,35000,35000,35000,35000,35000,26,0,18000,18579.80769230769,2175,35411,16.846153846153847
1751899417,20,,Aggregated,0.500000,0.000000,19000,24000,27000,28000,32000,34000,35000,35000,35000,35000,35000,26,0,18000,18579.80769230769,2175,35411,16.846153846153847
1751899418,20,,Aggregated,0.500000,0.000000,19000,24000,28000,30000,34000,35000,36000,36000,36000,36000,36000,27,0,19000,19240.48148148148,2175,36418,16.85185185185185
