Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1751899479,20,,Aggregated,1.000000,0.000000,10000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,17,0,10000,10222.64705882353,8703,10782,16.823529411764707
1751899480,20,,Aggregated,1.200000,0.000000,10000,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,19,0,10000,10341.473684210527,8703,11788,16.842105263157894
1751899481,20,,Aggregated,1.200000,0.000000,10000,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,20,0,10000,10347.35,8703,11788,16.85
1751899482,20,,Aggregated,1.300000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,22,0,10000,10492.045454545454,8703,11948,16.818181818181817
1751899483,20,,Aggregated,1.300000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,23,0,10000,10523.217391304348,8703,11948,16.782608695652176
1751899484,20,,Aggregated,1.400000,0.000000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,12000,25,0,11000,10646.76,8703,12082,16.72
1751899485,20,,Aggregated,1.400000,0.000000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,12000,26,0,11000,10707.192307692309,8703,12218,16.73076923076923
1751899486,20,,Aggregated,1.500000,0.000000,11000,11000,12000,12000,12000,12000,13000,13000,13000,13000,13000,28,0,11000,10835.392857142857,8703,12810,16.75
1751899487,20,,Aggregated,1.500000,0.000000,11000,11000,12000,12000,12000,12000,13000,13000,13000,13000,13000,29,0,11000,10887.758620689656,8703,12810,16.724137931034484
1751899488,20,,Aggregated,1.500000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,32,0,11000,11109.53125,8703,13820,16.71875
1751899489,20,,Aggregated,1.500000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,33,0,11000,11147.060606060606,8703,13820,16.727272727272727
1751899490,20,,Aggregated,1.500000,0.000000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,14000,36,0,11000,11272.333333333334,8703,13820,16.77777777777778
1751899491,20,,Aggregated,1.500000,0.000000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,14000,37,0,11000,11293.405405405405,8703,13820,16.783783783783782
1751899492,20,,Aggregated,1.600000,0.000000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,14000,39,0,11000,11333.02564102564,8703,13820,16.794871794871796
1751899493,20,,Aggregated,1.600000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,41,0,11000,11324.80487804878,8703,13820,16.804878048780488
1751899494,20,,Aggregated,1.700000,0.000000,12000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,43,0,12000,11348.302325581395,8703,13820,16.813953488372093
1751899495,20,,Aggregated,1.700000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,46,0,11000,11272.195652173914,8703,13820,16.82608695652174
1751899496,20,,Aggregated,1.800000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,47,0,11000,11246.063829787234,8703,13820,16.829787234042552
1751899497,20,,Aggregated,1.800000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,51,0,11000,11085.78431372549,8421,13820,16.84313725490196
1751899498,20,,Aggregated,2.000000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,52,0,11000,11063.038461538461,8421,13820,16.846153846153847
1751899499,20,,Aggregated,2.000000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,56,0,11000,10897.017857142857,8283,13820,16.857142857142858
1751899500,20,,Aggregated,2.200000,0.000000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,57,0,11000,10874.78947368421,8283,13820,16.859649122807017
1751899501,20,,Aggregated,2.200000,0.000000,10000,12000,12000,12000,12000,13000,14000,14000,14000,14000,14000,61,0,10000,10703.377049180328,8132,13820,16.852459016393443
1751899502,20,,Aggregated,2.300000,0.000000,10000,12000,12000,12000,12000,13000,14000,14000,14000,14000,14000,62,0,10000,10660.306451612903,8033,13820,16.85483870967742
1751899503,20,,Aggregated,2.400000,0.000000,10000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,66,0,10000,10514.424242424242,8033,13820,16.863636363636363
1751899504,20,,Aggregated,2.400000,0.000000,10000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,67,0,10000,10477.41791044776,8033,13820,16.865671641791046
1751899505,20,,Aggregated,2.400000,0.000000,10000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,71,0,10000,10351.169014084508,8033,13820,16.859154929577464
1751899506,20,,Aggregated,2.500000,0.000000,10000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,72,0,10000,10318.930555555555,8030,13820,16.86111111111111
1751899507,20,,Aggregated,2.400000,0.000000,10000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,76,0,10000,10208.394736842105,8030,13820,16.855263157894736
1751899508,20,,Aggregated,2.500000,0.000000,10000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,77,0,10000,10180.155844155845,8030,13820,16.857142857142858
1751899509,20,,Aggregated,2.300000,0.000000,10000,11000,12000,12000,12000,13000,14000,14000,14000,14000,14000,80,0,10000,10104.275,8030,13820,16.85
1751899510,20,,Aggregated,2.500000,0.000000,10000,11000,12000,12000,12000,12000,14000,14000,14000,14000,14000,82,0,10000,10058.439024390244,8030,13820,16.853658536585368
